station_id,station_name,hardware,software,latitude,longitude,elevation_m,timestamp_utc,temperature_c,dew_point_c,humidity_pct,pressure_hpa,wind_speed_kmh,wind_gust_kmh,wind_dir_cardinal,wind_dir_deg,precip_mm_1h,solar_radiation_wm2,uv_index,source,visibility_m,cloud_cover_okta
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 02:39:00,13.0,9.39,79.0,1007.79,4.51,15.93,NE,45.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 02:44:00,13.0,9.28,78.0,1007.79,7.4,24.94,NNE,22.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 02:49:00,13.0,9.39,78.0,1007.79,5.15,15.29,WSW,247.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 02:54:00,13.0,9.33,78.0,1008.13,7.89,20.76,NNW,337.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 02:59:00,13.06,9.33,78.0,1008.13,7.56,21.73,,,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 03:04:00,13.0,9.39,79.0,1007.79,5.15,18.19,NNW,337.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 03:09:00,13.0,9.44,79.0,1008.13,4.99,15.93,SSW,202.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 03:14:00,13.0,9.5,79.0,1008.13,7.24,22.37,North,,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 03:19:00,13.0,9.5,79.0,1008.13,5.47,14.97,NNW,337.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 03:24:00,12.94,9.56,80.0,1008.13,7.24,19.79,WNW,292.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 03:29:00,12.83,9.44,80.0,1007.79,4.99,16.25,NNW,337.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 03:34:00,12.78,9.39,80.0,1007.79,6.28,15.29,NNW,337.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 03:39:00,12.78,9.33,80.0,1008.13,6.76,18.35,NNW,337.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 03:44:00,12.83,9.33,79.0,1008.13,4.51,15.93,North,,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 03:49:00,12.78,9.28,79.0,1007.79,3.86,14.64,NW,315.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 03:54:00,12.78,9.28,79.0,1007.79,5.31,16.25,NW,315.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 03:59:00,12.89,9.39,79.0,1007.79,5.31,13.36,SE,135.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 04:04:00,12.78,9.28,79.0,1007.79,5.47,18.19,NW,315.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 04:09:00,12.89,9.39,79.0,1007.79,5.63,18.67,NW,315.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 04:14:00,12.89,9.39,79.0,1007.79,9.17,26.07,NE,45.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 04:19:00,12.89,9.39,79.0,1007.79,7.24,20.6,,,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 04:24:00,12.89,9.39,79.0,1007.79,4.99,14.97,NW,315.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 04:29:00,12.78,9.33,79.0,1007.79,4.99,13.52,East,,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 04:34:00,12.78,9.39,80.0,1007.79,5.47,14.64,NNW,337.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 04:39:00,12.78,9.28,79.0,1008.13,7.56,18.83,WNW,292.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 04:44:00,12.78,9.33,79.0,1007.79,5.15,18.83,SW,225.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 04:49:00,12.78,9.33,79.0,1007.79,6.28,18.83,,,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 04:54:00,12.78,9.39,80.0,1007.79,6.12,13.84,NW,315.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 04:59:00,12.78,9.39,80.0,1007.79,4.35,16.9,NNE,22.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 05:04:00,12.83,9.39,80.0,1007.79,3.86,14.97,North,,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 05:09:00,12.78,9.33,80.0,1007.79,5.31,15.29,North,,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 05:14:00,12.89,9.5,80.0,1008.13,4.02,12.39,NNW,337.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 05:19:00,12.83,9.44,80.0,1007.79,5.31,20.44,WSW,247.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 05:24:00,12.89,9.5,80.0,1007.79,3.54,12.07,,,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 05:29:00,12.83,9.44,80.0,1008.13,5.47,14.97,NNE,22.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 05:34:00,12.78,9.39,80.0,1007.79,4.51,14.64,West,,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 05:39:00,12.89,9.5,80.0,1007.79,3.7,12.07,North,,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 05:44:00,12.89,9.5,80.0,1008.13,5.15,20.92,ESE,112.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 05:49:00,12.89,9.5,80.0,1008.13,6.92,27.36,NW,315.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 05:54:00,12.89,9.5,80.0,1008.13,4.67,18.83,NNE,22.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 05:59:00,12.89,9.44,80.0,1008.13,2.41,10.3,NNW,337.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 06:04:00,12.89,9.44,79.0,1008.13,5.31,16.25,NW,315.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 06:09:00,12.89,9.39,79.0,1008.13,5.15,20.44,NW,315.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 06:14:00,12.89,9.39,79.0,1008.13,4.83,16.25,NW,315.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 06:19:00,12.89,9.39,79.0,1008.13,5.63,21.4,NNW,337.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 06:24:00,12.89,9.39,79.0,1008.13,5.31,13.68,NNW,337.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 06:29:00,12.89,9.28,78.0,1008.13,4.83,15.61,NNW,337.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 06:34:00,12.89,9.22,78.0,1008.13,5.79,23.01,NW,315.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 06:39:00,12.89,9.22,78.0,1008.13,4.35,11.43,NNW,337.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 06:44:00,12.89,9.22,78.0,1008.47,6.12,16.9,NNW,337.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 06:49:00,12.89,9.22,78.0,1008.13,4.51,15.29,NNW,337.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 06:54:00,12.89,9.33,79.0,1008.47,4.18,19.47,NNW,337.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 06:59:00,12.83,9.33,79.0,1008.47,4.99,20.28,North,,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 07:04:00,12.78,9.28,79.0,1008.47,3.38,15.29,,,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 07:09:00,12.72,9.28,80.0,1008.47,3.86,14.97,NNW,337.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 07:14:00,12.72,9.28,80.0,1008.47,4.51,18.35,NW,315.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 07:19:00,12.72,9.28,80.0,1008.47,2.25,8.69,NNW,337.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 07:24:00,12.72,9.28,80.0,1008.47,5.63,13.68,NNW,337.0,0.0,0.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 07:29:00,12.67,9.28,80.0,1008.47,5.31,16.58,,,0.0,0.1,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 07:34:00,12.61,9.22,80.0,1008.47,6.28,20.28,NW,315.0,0.0,0.1,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 07:39:00,12.61,9.22,80.0,1008.47,2.74,13.04,NNW,337.0,0.0,0.3,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 07:44:00,12.61,9.22,80.0,1008.47,3.7,9.17,NNW,337.0,0.0,0.4,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 07:49:00,12.61,9.22,80.0,1008.47,4.18,13.04,,,0.0,0.9,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 07:54:00,12.61,9.22,80.0,1008.47,4.83,13.04,NNW,337.0,0.0,1.4,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 07:59:00,12.61,9.22,80.0,1008.47,4.02,14.32,NW,315.0,0.0,2.1,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 08:04:00,12.72,9.28,80.0,1008.47,4.02,13.52,NNW,337.0,0.0,2.6,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 08:09:00,12.72,9.28,80.0,1008.47,4.51,14.32,NNW,337.0,0.0,4.4,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 08:14:00,12.72,9.33,80.0,1008.47,2.09,11.75,NW,315.0,0.0,4.4,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 08:19:00,12.72,9.28,80.0,1008.47,3.86,12.39,NW,315.0,0.0,6.0,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 08:24:00,12.72,9.28,80.0,1008.47,5.79,13.36,NW,315.0,0.0,6.1,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 08:29:00,12.72,9.28,80.0,1008.47,4.18,13.68,NNW,337.0,0.0,7.3,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 08:34:00,12.67,9.22,80.0,1008.81,4.02,12.23,NNW,337.0,0.0,6.9,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 08:39:00,12.72,9.28,80.0,1008.81,4.18,14.32,NNW,337.0,0.0,9.2,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 08:44:00,12.72,9.28,80.0,1008.47,5.47,20.92,,,0.0,12.9,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 08:49:00,12.72,9.28,80.0,1008.47,2.57,7.72,West,,0.0,14.2,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 08:54:00,12.72,9.28,80.0,1008.47,2.74,15.13,WNW,292.0,0.0,15.6,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 08:59:00,12.72,9.28,80.0,1008.47,3.22,13.04,NNE,22.0,0.0,18.4,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 09:04:00,12.78,9.33,80.0,1008.81,4.02,11.1,North,,0.0,19.7,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 09:09:00,12.78,9.44,80.0,1008.81,3.86,12.71,NNW,337.0,0.0,20.4,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 09:14:00,12.83,9.44,80.0,1008.81,6.92,17.86,North,,0.0,23.4,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 09:19:00,12.89,9.5,80.0,1008.81,3.7,14.81,NNW,337.0,0.0,21.9,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 09:24:00,12.89,9.5,80.0,1008.81,4.51,16.9,NE,45.0,0.0,19.1,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 09:29:00,12.89,9.56,80.0,1008.81,3.54,13.04,NNW,337.0,0.0,24.4,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 09:34:00,12.78,9.61,81.0,1008.81,1.93,15.29,NE,45.0,0.0,23.9,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 09:39:00,12.78,9.61,81.0,1008.81,2.57,15.93,NNW,337.0,0.0,23.2,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 09:44:00,12.83,9.67,81.0,1008.81,1.61,7.4,NNW,337.0,0.0,21.2,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 09:49:00,12.83,9.67,81.0,1008.81,2.25,13.04,NW,315.0,0.0,24.1,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 09:54:00,12.89,9.72,81.0,1008.81,2.9,10.3,NNW,337.0,0.0,36.4,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 09:59:00,12.94,9.78,81.0,1008.81,1.61,8.85,NW,315.0,0.0,42.8,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 10:04:00,13.06,9.78,81.0,1008.81,3.7,14.97,NNW,337.0,0.0,46.9,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 10:09:00,13.11,9.72,80.0,1009.14,2.9,19.79,NNW,337.0,0.0,48.9,0.0,weather_underground,,
ILAMAD25,La Madeleine,other,EasyWeatherPro_V5.1.6,50.659,3.07,23.0,2025-03-24 10:14:00,13.28,9.78,80.0,1008.81,4.18,13.36,NW,315.0,0.0,45.1,0.0,weather_underground,,
